Name_eng;Name_zh;Name_py;Nationality;University;State;Degree_source;Degree_level;Field_main;Field_2;Year_start;Year_end;Honorary;nDeg;start;end;duration;period;Degree_high;Field_high;Life_member;Deceased;Employer_main;Employer_2;Sector_1;Sector_2;Country;City;Street_name;Street_2;Street_nbr;Building;Page;PDF
Sung_I-chung;栄以忠;Rong Yizhong;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1930;1930;;1;1930;1930;0;1919-1935;Master;Business & Commerce;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;207;236
Lang_Bak Wah;梁北和;Liang Beihe;Chinese;Northwestern;Illinois;D.D.S.;Doctorate;Medicine;Dental Surgery;1933;1933;;1;1933;1933;0;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Peking;;190;;196;225
Liang_Chi-tai;梁基泰;Liang Jitai;Chinese;Wisconsin;Wisconsin;B.A.;Bachelor;Humanities;Arts;1914;1914;;2;1914;1915;1;1909-1918;Master;Humanities;;;Ministry of Industry;Bureau of Trade Mark;Central Government;Administration;China;Nanking;;;;;198;227
Liang_Chi-tai;梁基泰;Liang Jitai;Chinese;Columbia;New York;M.A.;Master;;;1915;1915;;2;1914;1915;1;1909-1918;Master;Humanities;;;Ministry of Industry;Bureau of Trade Mark;Central Government;Administration;China;Nanking;;;;;198;227
Liang_Louis K.L.;梁官榴;Liang Guanliu;Chinese;Columbia;New York;M.A.;Master;;;1922;1922;;2;1922;1924;2;1919-1935;Master;Business & Commerce;1931;;;;;;China;Shanghai;Kinnear;;189;;198;227
Liang_Louis K.L.;梁官榴;Liang Guanliu;Chinese;New York University;New York;M.B.A.;Master;Business & Commerce;Business Administration;1924;1924;;2;1922;1924;2;1919-1935;Master;Business & Commerce;1931;;;;;;China;Shanghai;Kinnear;;189;;198;227
Leung_Siuchoh C.;梁小初;Liang Xiaochu;Chinese;Y.M.C.A. Graduate School;Tennessee;B.A.;Bachelor;Humanities;Arts;1928;1928;;3;1928;1930;2;1919-1935;Master;Humanities;;;Young Men's Christian Association;Y.M.C.A. National Committee;Organization;Religious;China;Shanghai;Museum;;131;;198;227
Leung_Siuchoh C.;梁小初;Liang Xiaochu;Chinese;Y.M.C.A. Graduate School;Tennessee;M.A.;Master;;;1928;1928;;3;1928;1930;2;1919-1935;Master;Humanities;;;Young Men's Christian Association;Y.M.C.A. National Committee;Organization;Religious;China;Shanghai;Museum;;131;;198;227
Leung_Siuchoh C.;梁小初;Liang Xiaochu;Chinese;Vanderbilt;Tennessee;M.A.;Master;;;1930;1930;;3;1928;1930;2;1919-1935;Master;Humanities;;;Young Men's Christian Association;Y.M.C.A. National Committee;Organization;Religious;China;Shanghai;Museum;;131;;198;227
Moy_Ernest K.;梅其駒;Mei Qiju;Chinese;Jenner Medical College;Illinois;M.D.;Doctorate;Medicine;Medicine;1915;1915;;2;1914;1915;1;1909-1918;Doctorate;Medicine;1932;;;;;;China;Shanghai;Lafayette;;1462;;202;231
Moy_Ernest K.;梅其駒;Mei Qiju;Chinese;Chicago;Illinois;;;;;1914;1915;;2;1914;1915;1;1909-1918;Doctorate;Medicine;1932;;;;;;China;Shanghai;Lafayette;;1462;;202;231
Mei_Cheuk-Shang;梅卓生;Mei Zhuosheng;Chinese;Columbia;New York;B.S.;Bachelor;Sciences;Sciences;1917;1917;;3;1917;1921;4;1909-1918;Doctorate;Medicine;1933;;;;;;China;Shanghai;Bubbling Well;;1537;;201;230
Mei_Cheuk-Shang;梅卓生;Mei Zhuosheng;Chinese;Columbia;New York;M.A.;Master;;;1921;1921;;3;1917;1921;4;1909-1918;Doctorate;Medicine;1933;;;;;;China;Shanghai;Bubbling Well;;1537;;201;230
Mei_Cheuk-Shang;梅卓生;Mei Zhuosheng;Chinese;Columbia;New York;M.D.;Doctorate;Medicine;Medicine;1921;1921;;3;1917;1921;4;1909-1918;Doctorate;Medicine;1933;;;;;;China;Shanghai;Bubbling Well;;1537;;201;230
May_Samuel C.C.;梅宗變;Mei Zongbian;Chinese;Massachusetts Institute of Technology;Massachusetts;B.Sc.;Bachelor;Sciences;Sciences;1928;1928;;2;1928;1930;2;1919-1935;Master;Engineering;;;Salt Revenue Administration;;Central Government;Administration;China;Shanghai;Bund;;18;;201;230
May_Samuel C.C.;梅宗變;Mei Zongbian;Chinese;Rensselaer Polytechnic Institute;New York;M.E.;Master;Engineering;Engineering;1930;1930;;2;1928;1930;2;1919-1935;Master;Engineering;;;Salt Revenue Administration;;Central Government;Administration;China;Shanghai;Bund;;18;;201;230
Millican_Frank R.;梅立德;Mei Lide;Western;Reed;Oregon;B.A.;Bachelor;Humanities;Arts;1916;1916;;2;1916;1926;10;1909-1918;Master;Humanities;;;Chinese Literature Society;;Organization;Learned society;China;Shanghai;Museum;;128;;202;231
Millican_Frank R.;梅立德;Mei Lide;Western;Yale;Connecticut;M.A.;Master;;;1926;1926;;2;1916;1926;10;1909-1918;Master;Humanities;;;Chinese Literature Society;;Organization;Learned society;China;Shanghai;Museum;;128;;201;230
Moy_Howard R.;梅觀濤;Mei Guantao;Chinese;Chicago;Illinois;A.B.;Bachelor;Humanities;Arts;1921;1921;;3;1921;1928;7;1919-1935;Doctorate;Humanities;;;American Trading Company;;Company;Trade & Business;China;Shanghai;Canton;;51;;202;231
Moy_Howard R.;梅觀濤;Mei Guantao;Chinese;Chicago;Illinois;M.A.;Master;;;1923;1923;;3;1921;1928;7;1919-1935;Doctorate;Humanities;;;American Trading Company;;Company;Trade & Business;China;Shanghai;Canton;;51;;202;231
Moy_Howard R.;梅觀濤;Mei Guantao;Chinese;Chicago;Illinois;Ph.D.;Doctorate;Undetermined;Undetermined;1928;1928;;3;1921;1928;7;1919-1935;Doctorate;Humanities;;;American Trading Company;;Company;Trade & Business;China;Shanghai;Canton;;51;;202;231
Yang_Yung Ching;楊永清;Yang Yongqing;Chinese;George Washington;District of Columbia;LL.B.;Bachelor;Law;Law;1920;1920;;3;1920;1930;10;1919-1935;Doctorate;Law;1936;;Soochow University;;Education;University;China;Soochow;;;;;213;242
Yang_Yung Ching;楊永清;Yang Yongqing;Chinese;Southern College;Georgia;LL.D.;Doctorate;Law;Law;1930;1930;;3;1920;1930;10;1919-1935;Doctorate;Law;1936;;Soochow University;;Education;University;China;Soochow;;;;;213;242
Yang_Yung Ching;楊永清;Yang Yongqing;Chinese;George Washington;District of Columbia;M.A.;Master;;;1920;1920;;3;1920;1930;10;1919-1935;Doctorate;Law;1936;;Soochow University;;Education;University;China;Soochow;;;;;213;242
Yang_Wei-Ping;楊渭賓;Yang Weibin;Chinese;Columbia;New York;M.A.;Master;;;1920;1920;;1;1920;1920;0;1919-1935;Master;;1933;;;;;;China;Shanghai;;;;Holt's Warf, Lower Pootung;213;242
Yang_Fred Y.T.;楊潤德;Yang Runde;Chinese;Pennsylvania;Pennsylvania;B.S.;Bachelor;Sciences;Sciences;1926;1926;;1;1926;1926;0;1919-1935;Bachelor;Sciences;;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;212;241
Yang_Jenken;楊潤鈞;Yang Runjun;Chinese;Michigan;Michigan;A.B.;Bachelor;Humanities;Arts;1932;1932;;1;1932;1932;0;1919-1935;Bachelor;Humanities;;;Su, Yang & Lei, Architects;;Company;Building & Real estate;China;Shanghai;Museum;;128;;213;242
Yang_Sidney Hsi Yuan;楊錫遠;Yang Xiyuan;Chinese;Pennsylvania;Pennsylvania;B.S.;Bachelor;Sciences;Sciences;1931;1931;;1;1931;1931;0;1919-1935;Bachelor;Sciences;;;Young Brothers Banking Corporation;;Company;Banking;China;Shanghai;Kiukiang;;276;;213;242
Owyang_George T.;歐陽帝擢;Ouyang Dizhuo;Chinese;Ohio State;Ohio;D.D.S.;Doctorate;Medicine;Dental Surgery;1927;1927;;2;1919;1927;8;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Peking;;255;;203;232
Owyang_George T.;歐陽帝擢;Ouyang Dizhuo;Chinese;Ohio State;Ohio;D.V.M.;Doctorate;Medicine;Veterinrary Medicine;1919;1919;;2;1919;1927;8;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Peking;;255;;203;232
Sung_William Z.L.;沈嗣頁;Shen Siye;Chinese;Columbia;New York;M.A.;Master;;;1930;1930;;2;1921;1930;9;1919-1935;Master;Education;;;St. John's University;;Education;University;China;Shanghai;Jessfield;;188;;207;236
Sung_William Z.L.;沈嗣頁;Shen Siye;Chinese;Oberlin;Ohio;P.E.;Undetermined;Education;Physical Education;1921;1921;;2;1921;1930;9;1919-1935;Master;Education;;;St. John's University;;Education;University;China;Shanghai;Jessfield;;188;;207;236
Shen_Pao Guay;沈寶夔;Shen Baokui;Chinese;Harvard;Massachusetts;S.M.;Master;Sciences;Sciences;1929;1929;;1;1929;1929;0;1919-1935;Master;Sciences;;;Bureau of International Telegraph;;Company;Communication;China;Shanghai;Peking;;255;Nantao;205;234
Shen_T.C.;沈素存;Shen Sucun;Chinese;George Washington;District of Columbia;M.A.;Master;;;1916;1916;;1;1916;1916;0;1909-1918;Master;;;;;;;;China;Shanghai;Van Vu Ka;;110;Nantao;205;234
Hager_A.R.;海格;Hai Ge;Western;Wisconsin;Wisconsin;B.S.;Bachelor;Sciences;Sciences;1897;1897;;1;1897;1897;0;1883-1908;Bachelor;Sciences;1932;;Business Equipment Corporation;;Company;Trade & Business;China;Shanghai;Kiangse;;263;;191;220
Hsu_Peter Kingman;涂少明;Tu Shaoming;Chinese;Southern California;California;D.D.S.;Doctorate;Medicine;Dental Surgery;1921;1921;;2;1917;1921;4;1909-1918;Doctorate;Medicine;1936;;;;;;China;Shanghai;Kiukiang;;113;;193;222
Hsu_Peter Kingman;涂少明;Tu Shaoming;Chinese;California;California;;;;;1917;1918;;2;1917;1921;4;1909-1918;Doctorate;Medicine;1936;;;;;;China;Shanghai;Kiukiang;;113;;193;222
Plant_Woodforde H.;溥蘭德;Pu Lande;Western;Trinity;Texas;B.S.;Bachelor;Sciences;Sciences;1909;1909;;1;1909;1909;0;1909-1918;Bachelor;Sciences;;;U.S. Steel Products Company;;Company;Metal & Mining;China;Shanghai;Canton;;17;;203;232
Wen_Yu-Ching;溫毓慶;Wen Yuqing;Chinese;Harvard;Massachusetts;A.B.;Bachelor;Humanities;Arts;1917;1917;;3;1917;1920;3;1909-1918;Doctorate;Humanities;;;Ministry of Communications;;Central Government;Ministry;China;Nanking;;;;;210;239
Wen_Yu-Ching;溫毓慶;Wen Yuqing;Chinese;Harvard;Massachusetts;M.A.;Master;;;1918;1918;;3;1917;1920;3;1909-1918;Doctorate;Humanities;;;Ministry of Communications;;Central Government;Ministry;China;Nanking;;;;;210;239
Wen_Yu-Ching;溫毓慶;Wen Yuqing;Chinese;Harvard;Massachusetts;Ph.D.;Doctorate;Undetermined;Undetermined;1920;1920;;3;1917;1920;3;1909-1918;Doctorate;Humanities;;;Ministry of Communications;;Central Government;Ministry;China;Nanking;;;;;210;239
Pawn_Zunlean;潘承梁;Pan Chengliang;Western;Illinois;Illinois;M.S.;Master;Sciences;Sciences;1922;1922;;1;1922;1922;0;1919-1935;Master;Sciences;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;203;232
Pun_Tsze;潘梓彝;Pan Ziyi;Chinese;New York University;New York;;;;;1923;1925;;1;1923;1925;2;1919-1935;;;1935;;Monk & Company, A.C.;;Company;Trade & Business;China;Shanghai;Kiangse;;353;;204;233
Pilcher_James B.;潘理起;Pan Liqi;Western;Alabama Polytechnic Institute;Alabama;B.S.;Bachelor;Sciences;Sciences;1920;1920;;2;1920;1921;1;1919-1935;Master;Sciences;;;American Consulate General;;Foreign Government;Consulate;China;Shanghai;Kiangse;;181;;203;232
Pilcher_James B.;潘理起;Pan Liqi;Western;Alabama Polytechnic Institute;Alabama;M.S.;Master;Sciences;Sciences;1921;1921;;2;1920;1921;1;1919-1935;Master;Sciences;;;American Consulate General;;Foreign Government;Consulate;China;Shanghai;Kiangse;;181;;203;232
New_W.S.;牛惠生;Niu Huisheng;Chinese;Harvard;Massachusetts;M.D.;Doctorate;Medicine;Medicine;1914;1914;;1;1914;1914;0;1909-1918;Doctorate;Medicine;1931;;Orthopedic Hospital;;Health institution;Hospital;China;Shanghai;Zikawei;;852;;202;231
Davis_Monnett B.;狄偉思;Di Weisi;Western;Colorado;Colorado;A.B.;Bachelor;Humanities;Arts;1917;1917;;1;1917;1917;0;1909-1918;Bachelor;Humanities;;;American Consulate General;;Foreign Government;Consulate;Strait Settlements;Singapore;;;;;189;218
Wang_Tom Z.;王一吾;Wang Yiwu;Chinese;New York University;New York;B.C.S.;Bachelor;Business & Commerce;Commercial Sciences;1922;1922;;1;1922;1922;0;1919-1935;Bachelor;Business & Commerce;1933;;;;;;China;Shanghai;Szechuen;;320;;210;239
Wong_I.K.;王以敬;Wang Yijing;Chinese;St. John's University;Shanghai;M.D.;Doctorate;Medicine;Medicine;1924;1924;;2;1924;1930;6;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Szechuen;;620;;211;240
Wong_I.K.;王以敬;Wang Yijing;Chinese;Pennsylvania;Pennsylvania;M.M.Sc.;Master;Medicine;Medical Sciences;1930;1930;;2;1924;1930;6;1919-1935;Doctorate;Medicine;;;;;;;China;Shanghai;Szechuen;;620;;211;240
Wang_K.P.;王伯衡;Wang Boheng;Chinese;Princeton;New Jersey;Litt.B.;Bachelor;Humanities;Literature;1919;1919;;2;1918;1919;1;1909-1918;Master;Humanities;1936;;Tai Ping Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;212;;209;238
Wang_K.P.;王伯衡;Wang Boheng;Chinese;Columbia;New York;M.A.;Master;;;1918;1918;;2;1918;1919;1;1909-1918;Master;Humanities;1936;;Tai Ping Insurance Company;;Company;Insurance;China;Shanghai;Kiangse;;212;;209;238
Wang_Kwan-Hsien;王官獻;Wang Guanxian;Chinese;Michigan;Michigan;M.A.;Master;;;1935;1935;;1;1935;1935;0;1919-1935;Master;;;;Bank of Communications;;Company;Banking;China;Shanghai;Bund;;14;;209;238
Wang_K.S.;王康生;Wang Kangsheng;Chinese;Columbia;New York;B.A.;Bachelor;Humanities;Arts;1921;1921;;3;1917;1921;4;1909-1918;Master;Humanities;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;209;238
Wang_K.S.;王康生;Wang Kangsheng;Chinese;Columbia;New York;M.A.;Master;;;1921;1921;;3;1917;1921;4;1909-1918;Master;Humanities;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;209;238
Wang_K.S.;王康生;Wang Kangsheng;Chinese;Ohio State;Ohio;;;;;1917;1917;;3;1917;1921;4;1909-1918;Master;Humanities;;;Commercial Press;;Company;Press & Publishing;China;Shanghai;Honan;;211;;209;238
Wong_Tse-Kong;王志剛;Wang Zhigang;Chinese;Ohio State;Ohio;B.S.;Bachelor;Sciences;Sciences;1924;1924;;2;1924;1925;1;1919-1935;Master;Business & Commerce;1936;;National Southern Railway (Shanghai-Hangchow Railway);;Central Government;Administration;China;Shanghai;;;;North Station;211;240
Wong_Tse-Kong;王志剛;Wang Zhigang;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1925;1925;;2;1924;1925;1;1919-1935;Master;Business & Commerce;1936;;National Southern Railway (Shanghai-Hangchow Railway);;Central Government;Administration;China;Shanghai;;;;North Station;211;240
Wang_C.Y.;王榰亞;Wang Zhiya;Chinese;Tufts;Massachusetts;S.B.;Bachelor;Sciences;Sciences;1919;1919;;2;1919;1920;1;1919-1935;Master;Sciences;1934;;;;;;;;;;;;209;238
Wang_C.Y.;王榰亞;Wang Zhiya;Chinese;Harvard;Massachusetts;S.M.;Master;Sciences;Sciences;1920;1920;;2;1919;1920;1;1919-1935;Master;Sciences;1934;;;;;;;;;;;;209;238
Wang_C.H.;王正序;Wang Zhengxu;Chinese;Yale;Connecticut;A.B.;Bachelor;Humanities;Arts;1916;1916;;2;1916;1917;1;1909-1918;Master;Humanities;;;Bank of China;;Company;Banking;U.S.A.;New York;;;;;209;238
Wang_C.H.;王正序;Wang Zhengxu;Chinese;Princeton;New Jersey;A.M.;Master;Humanities;Arts;1917;1917;;2;1916;1917;1;1909-1918;Master;Humanities;;;Bank of China;;Company;Banking;U.S.A.;New York;;;;;209;238
Wang_Thomas Chenting;王正廷;Wang Zhengting;Chinese;Yale;Connecticut;B.A.;Bachelor;Humanities;Arts;1910;1910;;2;1910;1920;10;1909-1918;Bachelor;Humanities;1931;;;;;;China;Shanghai;Amiral Courbet;;50;;209;238
Wang_Thomas Chenting;王正廷;Wang Zhengting;Chinese;St. John's University;Shanghai;LL.B.;Bachelor;Law;Law;1920;1920;;2;1910;1920;10;1909-1918;Bachelor;Humanities;1931;;;;;;China;Shanghai;Amiral Courbet;;50;;209;238
Wang_Tsu-lien;王祖廉;Wang Zulian;Chinese;Grinnell;Iowa;;;;;1917;1918;;3;1917;1932;15;1909-1918;Doctorate;Humanities;;;Chung Hwa Book Company;;Company;Press & Publishing;China;Shanghai;Honan;;221;;210;239
Wang_Tsu-lien;王祖廉;Wang Zulian;Chinese;Chicago;Illinois;Ph.B.;Bachelor;Humanities;Philosophy;1919;1919;;3;1917;1932;15;1909-1918;Doctorate;Humanities;;;Chung Hwa Book Company;;Company;Press & Publishing;China;Shanghai;Honan;;221;;210;239
Wang_Tsu-lien;王祖廉;Wang Zulian;Chinese;Chicago;Illinois;Ph.D.;Doctorate;Undetermined;Undetermined;1932;1932;;3;1917;1932;15;1909-1918;Doctorate;Humanities;;;Chung Hwa Book Company;;Company;Press & Publishing;China;Shanghai;Honan;;221;;210;239
Wang_Ching-Shi;王雲瞻;Wang Yunzhan;Chinese;Cornell;New York;M.C.E.;Master;Engineering;Civil Engineering;1925;1925;;1;1925;1925;0;1919-1935;Master;Engineering;;;Chiao Tung University;;Education;University;China;Shanghai;Haig;;1954;;209;238
Chang_Loy;琊萊;Ya Lai;Chinese;Harvard;Massachusetts;A.B.;Bachelor;Humanities;Arts;1913;1913;;2;1913;1916;3;1909-1918;Master;Business & Commerce;1936;;Chinese Maritime Customs;Customs Administration;Central Government;Administration;China;Shanghai;Bund;;13;;185;214
Chang_Loy;琊萊;Ya Lai;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1916;1916;;2;1913;1916;3;1909-1918;Master;Business & Commerce;1936;;Chinese Maritime Customs;Customs Administration;Central Government;Administration;China;Shanghai;Bund;;13;;185;214
Jen_Lemuel C.C.;甄友廉;Zhen Youlian;Chinese;California;California;A.B.;Bachelor;Humanities;Arts;1930;1930;;2;1928;1930;2;1919-1935;Bachelor;Humanities;;;Chinese Republic Publishing Company;;Company;Press & Publishing;China;Shanghai;Kiukiang;;150;;194;223
Jen_Lemuel C.C.;甄友廉;Zhen Youlian;Chinese;George Washington;District of Columbia;;;;;1928;1928;;2;1928;1930;2;1919-1935;Bachelor;Humanities;;;Chinese Republic Publishing Company;;Company;Press & Publishing;China;Shanghai;Kiukiang;;150;;194;223
Patton_C.E.;畢嘉羅;Bi Jialuo;Western;Princeton;New Jersey;B.A.;Bachelor;Humanities;Arts;1896;1896;;3;1896;1931;35;1883-1908;Master;Law;1930;;;;;;U.S.A.;Pasadena, CA;;;;;203;232
Patton_C.E.;畢嘉羅;Bi Jialuo;Western;Hanover College;Indiana;Hon.D.D.;Doctorate;Law;Law;1931;1931;Honorary;3;1896;1931;35;1883-1908;Master;Law;1930;;;;;;U.S.A.;Pasadena, CA;;;;;203;232
Patton_C.E.;畢嘉羅;Bi Jialuo;Western;Princeton;New Jersey;M.A.;Master;;;1898;1898;;3;1896;1931;35;1883-1908;Master;Law;1930;;;;;;U.S.A.;Pasadena, CA;;;;;203;232
Butrick_Richard P.;白居理;Bai Juli;Western;Georgetown;District of Columbia;;;;;1918;1921;;1;1918;1921;3;1909-1918;;;1936;;American Consulate General;;Foreign Government;Consulate;China;Shanghai;Kiangse;;181;;184;213
Loo_W.Y.;盧子譲;Lu Zirang;Chinese;Pennsylvania;Pennsylvania;B.S.;Bachelor;Sciences;Sciences;1924;1924;;2;1920;1924;4;1919-1935;Master;Sciences;;;Crown Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;200;229
Loo_W.Y.;盧子譲;Lu Zirang;Chinese;California;California;M.S.;Master;Sciences;Sciences;1920;1921;;2;1920;1924;4;1919-1935;Master;Sciences;;;Crown Life Insurance Company;;Company;Insurance;China;Shanghai;Kiukiang;;113;;200;229
Louison_B.H.;盧賓険;Lu Binxian;Western;Michigan;Michigan;;;;;1927;1927;;1;1927;1927;0;1919-1935;;;;;Cathay Engineering & Building Service;;Company;Engineering;China;Shanghai;Honan;;495;;200;229
Ching_Chi Kwan;程苹焜;Cheng Pinkun;Chinese;Hawaii;Hawaii;B.A.;Bachelor;Humanities;Arts;1930;1930;;2;1930;1932;2;1919-1935;Master;Business & Commerce;;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;187;216
Ching_Chi Kwan;程苹焜;Cheng Pinkun;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1932;1932;;2;1930;1932;2;1919-1935;Master;Business & Commerce;;;Shanghai Commercial & Savings Bank;;Company;Banking;China;Shanghai;Ningpo;;50;;187;216
Moh_H.Y.;穆藕初;Mu Ouchu;Chinese;Wisconsin;Wisconsin;B.S.;Bachelor;Sciences;Sciences;1911;1911;;2;1911;1913;2;1909-1918;Master;Sciences;1931;;Yu Foong Cotton Mill;;Company;Textile;China;Shanghai;Edward VII;;260;;202;231
Moh_H.Y.;穆藕初;Mu Ouchu;Chinese;Illinois;Illinois;M.S.;Master;Sciences;Sciences;1913;1913;;2;1911;1913;2;1909-1918;Master;Sciences;1931;;Yu Foong Cotton Mill;;Company;Textile;China;Shanghai;Edward VII;;260;;202;231
Chang_Kin-fang;窣經芳;Su Jingfang;Chinese;Harvard;Massachusetts;M.B.A.;Master;Business & Commerce;Business Administration;1923;1923;;1;1923;1923;0;1919-1935;Master;Business & Commerce;1931;;Kailan Mining Administration;;Company;Metal & Mining;China;Shanghai;Bund;;12;;185;214
Rodger_H.D.;羅傑;Luo Jie;Western;Chattanooga;Tennessee;LL.B.;Bachelor;Law;Law;1910;1910;;2;1910;1920;10;1909-1918;Master;Law;1931;;U.S. Department of Agriculture;;Foreign Government;Agriculture;China;Shanghai;Szechuen;;320;;204;233
Rodger_H.D.;羅傑;Luo Jie;Western;Columbia;New York;LL.M.;Master;Law;Law;1920;1920;;2;1910;1920;10;1909-1918;Master;Law;1931;;U.S. Department of Agriculture;;Foreign Government;Agriculture;China;Shanghai;Szechuen;;320;;204;233
Lo_Hsiao-Yung;羅孝永;Luo Xiaoyong;Chinese;Columbia;New York;M.A.;Master;;;1928;1928;;1;1928;1928;0;1919-1935;Master;;1936;;Bank of China;;Company;Banking;China;Shanghai;Hankow;;50;;199;228
Lo_Pan H.;羅泮輝;Luo Panhui;Chinese;Harvard;Massachusetts;A.B.;Bachelor;Humanities;Arts;1908;1908;;3;1908;1911;3;1883-1908;Doctorate;Law;1933;Deceased;;;;;China;Shanghai;Scott;;31;;199;228
Lo_Pan H.;羅泮輝;Luo Panhui;Chinese;Chicago;Illinois;A.M.;Master;Humanities;Arts;1911;1911;;3;1908;1911;3;1883-1908;Doctorate;Law;1933;Deceased;;;;;China;Shanghai;Scott;;31;;199;228
Lo_Pan H.;羅泮輝;Luo Panhui;Chinese;Chicago;Illinois;J.D.;Doctorate;Law;Law;1911;1911;;3;1908;1911;3;1883-1908;Doctorate;Law;1933;Deceased;;;;;China;Shanghai;Scott;;31;;199;228
Lo_R.Y.;羅運炎;Luo Yunyan;Chinese;Baldwin Wallace;Ohio;A.B.;Bachelor;Humanities;Arts;1911;1911;;3;1911;1914;3;1909-1918;Doctorate;Humanities;;;China Christian Advocate;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;199;228
Lo_R.Y.;羅運炎;Luo Yunyan;Chinese;Syracuse;New York;A.M.;Master;Humanities;Arts;1914;1914;;3;1911;1914;3;1909-1918;Doctorate;Humanities;;;China Christian Advocate;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;199;228
Lo_R.Y.;羅運炎;Luo Yunyan;Chinese;Syracuse;New York;Ph.D.;Doctorate;Undetermined;Undetermined;1914;1914;;3;1911;1914;3;1909-1918;Doctorate;Humanities;;;China Christian Advocate;;Organization;Religious;China;Shanghai;Yuen Ming Yuen;;169;;199;228
Low_Yohmin;羅郁銘;Luo Yuming;Chinese;New York University;New York;M.B.A.;Master;Business & Commerce;Business Administration;1922;1922;;1;1922;1922;0;1919-1935;Master;Business & Commerce;;;National Commercial Bank;;Company;Banking;China;Shanghai;Peking;;230;;200;229
Chai_Ke Kung;翟克恭;Di Kegong;Chinese;Antioch;California;B.A.;Bachelor;Humanities;Arts;1928;1928;;2;1928;1931;3;1919-1935;Master;Business & Commerce;;;Central Mint;;Central Government;Administration;China;Shanghai;Gordon;;;;185;214
Chai_Ke Kung;翟克恭;Di Kegong;Chinese;Pennsylvania;Pennsylvania;M.B.A.;Master;Business & Commerce;Business Administration;1931;1931;;2;1928;1931;3;1919-1935;Master;Business & Commerce;;;Central Mint;;Central Government;Administration;China;Shanghai;Gordon;;;;185;214
Hu_Dickson;胡仍豫;Hu Rengyu;Chinese;Cornell;New York;M.C.E.;Master;Engineering;Civil Engineering;1925;1925;;1;1925;1925;0;1919-1935;Master;Engineering;;;Andersen, Meyer & Company;;Company;Engineering;China;Shanghai;Yuen Ming Yuen;;21;;193;222
Hu_Stephen;胡梅基;Hu Meiji;Chinese;Cornell;New York;B.S.;Bachelor;Sciences;Sciences;1928;1928;;4;1924;1931;7;1919-1935;Doctorate;Sciences;;;Henry Lester Institute;;Health institution;Research Institute;China;Shanghai;Avenue;;1320;;193;222
Hu_Stephen;胡梅基;Hu Meiji;Chinese;Cornell;New York;M.S.;Master;Sciences;Sciences;1929;1929;;4;1924;1931;7;1919-1935;Doctorate;Sciences;;;Henry Lester Institute;;Health institution;Research Institute;China;Shanghai;Avenue;;1320;;193;222
Hu_Stephen;胡梅基;Hu Meiji;Chinese;California;California;;;;;1924;1926;;4;1924;1931;7;1919-1935;Doctorate;Sciences;;;Henry Lester Institute;;Health institution;Research Institute;China;Shanghai;Avenue;;1320;;193;222
Hu_Stephen;胡梅基;Hu Meiji;Chinese;Johns Hopkins;Maryland;Sc.D.;Doctorate;Sciences;Sciences;1931;1931;;4;1924;1931;7;1919-1935;Doctorate;Sciences;;;Henry Lester Institute;;Health institution;Research Institute;China;Shanghai;Avenue;;1320;;193;222
Woo_L.S.;胡蘭生;Hu Lansheng;Chinese;Harvard;Massachusetts;M.D.;Doctorate;Medicine;Medicine;1921;1921;;1;1921;1921;0;1919-1935;Doctorate;Medicine;1933;;;;;;China;Haichow;;;;;212;241
Avery_Eric;芡復禮;Qian Fuli;Western;Princeton;New Jersey;;;;;1928;1929;;1;1928;1929;1;1919-1935;;;1935;;Asiatic Petroleum Company;;Company;Chemical;China;Shanghai;Bund;;1;;183;212
Fan_Robert;范文照;Fan Wenzhao;Chinese;Pennsylvania;Pennsylvania;B.Arch.;Bachelor;Architecture;Architecture;1922;1922;;2;1922;1922;0;1919-1935;Bachelor;Architecture;1934;;;;;;China;Shanghai;Szechuen;;110;;189;218
Fan_Robert;范文照;Fan Wenzhao;Chinese;Pennsylvania;Pennsylvania;B.Arch.;Bachelor;Architecture;Architecture;1922;1922;;2;1922;1922;0;1919-1935;Bachelor;Architecture;1934;;;;;;China;Shanghai;Szechuen;;110;;189;218
